node,out_degree_centrality,in_degree_centrality,katz_centrality,closeness_centrality,betweenness_centrality
Rhode_Island,0.0025,0.0077,0.0131,0.3847,0.0001
Rhodium,0.0084,0.0032,0.0085,0.2873,0.0006
Rhodium(III)_chloride,0.0017,0.0002,0.0072,0.2232,0.0
Rhubarb,0.004,0.0002,0.0073,0.2799,0.0
Rhythm_and_blues,0.0025,0.0079,0.012,0.3791,0.0001
Rice,0.0244,0.0128,0.0192,0.4141,0.0017
Richard_Feynman,0.0081,0.0062,0.0099,0.3334,0.0005
Richard_Francis_Burton,0.0099,0.0017,0.0085,0.3322,0.0002
Richard_III_(play),0.004,0.0027,0.0081,0.2826,0.0001
Richard_III_of_England,0.0067,0.0035,0.0093,0.3389,0.0002
Richard_II_of_England,0.0044,0.0032,0.0086,0.2977,0.0
Richard_I_of_England,0.0062,0.004,0.0099,0.353,0.0001
Richard_Nixon,0.0136,0.0114,0.0127,0.3518,0.0005
Richard_O'Connor,0.0086,0.0002,0.0072,0.2602,0.0
Richard_Stallman,0.0057,0.003,0.0082,0.2871,0.0006
Richard_Wagner,0.0106,0.0081,0.0128,0.3731,0.001
"Richmond,_Virginia",0.0111,0.0049,0.0094,0.3209,0.0003
Riesling,0.0027,0.0005,0.0073,0.2813,0.0
Right_whale,0.0079,0.0005,0.0076,0.3153,0.0
Ringed_Plover,0.0032,0.0002,0.0072,0.2086,0.0001
Rio_Tinto_Group,0.0049,0.0002,0.0072,0.1624,0.0
Rio_de_Janeiro,0.0106,0.0072,0.0126,0.3646,0.0003
River,0.0242,0.021,0.0206,0.4095,0.0047
River_Severn,0.0042,0.0037,0.0097,0.3522,0.0005
River_Thames,0.0079,0.0091,0.0142,0.3856,0.001
Riyadh,0.0017,0.0017,0.0093,0.3514,0.0
Roald_Amundsen,0.0035,0.0002,0.0073,0.303,0.0
"Robert_Baden-Powell,_1st_Baron_Baden-Powell",0.0049,0.0012,0.0076,0.2845,0.0
Robert_Boyle,0.0069,0.0044,0.0095,0.3394,0.0002
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",0.0037,0.0037,0.0088,0.3141,0.0
Robert_Oppenheimer,0.0114,0.0017,0.0077,0.2685,0.0001
Robert_Owen,0.004,0.0015,0.0083,0.3277,0.0
Robert_Peel,0.0074,0.0044,0.0092,0.3228,0.0001
Robert_Schumann,0.0037,0.0035,0.0101,0.3599,0.0
Robert_Stephenson,0.0025,0.0015,0.0077,0.2863,0.0
Robinson_Crusoe,0.0059,0.0012,0.0075,0.277,0.0
Roche_limit,0.0025,0.0015,0.0077,0.2837,0.0
Rock_Pigeon,0.0067,0.002,0.0079,0.2982,0.0002
Rock_of_Gibraltar,0.0025,0.0002,0.0073,0.2989,0.0
Rockall,0.0067,0.0017,0.0088,0.3421,0.0001
Rocky_Mountains,0.0106,0.0086,0.0136,0.3894,0.001
Rococo,0.0054,0.0037,0.0089,0.3249,0.0002
Roentgenium,0.0035,0.0015,0.008,0.307,0.0
Roman_Britain,0.0114,0.0074,0.0132,0.3817,0.0014
Roman_Catholic_Church,0.0136,0.056,0.0464,0.4454,0.0047
Roman_Empire,0.0131,0.0531,0.0504,0.456,0.0026
Roman_Greece,0.0044,0.002,0.0087,0.3367,0.0
Roman_law,0.0042,0.0022,0.0108,0.3715,0.0
Roman_mythology,0.0022,0.0067,0.0107,0.3513,0.0001
Roman_road,0.0059,0.0025,0.0084,0.3259,0.0001
Roman_villa,0.002,0.0012,0.008,0.3284,0.0
Romania,0.0143,0.0346,0.0408,0.4458,0.0013
Romanticism,0.0099,0.0175,0.0173,0.3838,0.001
Rome,0.0175,0.0484,0.0382,0.4512,0.0029
Romeo_and_Juliet,0.0027,0.0022,0.0078,0.2831,0.0001
Romulus_Augustus,0.0025,0.0012,0.0085,0.3304,0.0
Ronald_Reagan,0.022,0.0143,0.0153,0.3649,0.0018
Rook_(bird),0.0052,0.0005,0.0073,0.2489,0.0
Rosa_Parks,0.0049,0.0007,0.0074,0.2829,0.0
Rose-ringed_Parakeet,0.0067,0.0002,0.0072,0.2548,0.0
Rosemary,0.0027,0.0037,0.0083,0.268,0.0
Rosetta_Stone,0.0017,0.0012,0.0079,0.3175,0.0001
Rotterdam,0.0074,0.0091,0.0139,0.3732,0.0002
Rowan_Williams,0.004,0.002,0.0083,0.3138,0.0
Royal_Air_Force,0.0072,0.0094,0.0143,0.3827,0.0002
Royal_Dutch_Shell,0.0062,0.0012,0.0084,0.3342,0.0001
Royal_Geographical_Society,0.0032,0.0007,0.0074,0.2833,0.0
Royal_Marines,0.0109,0.002,0.0097,0.3616,0.0004
Royal_National_Theatre,0.0022,0.0022,0.0078,0.2576,0.0001
Royal_Navy,0.0158,0.022,0.0233,0.419,0.0022
Royal_Parks_of_London,0.0015,0.001,0.0081,0.3313,0.0
Rubidium,0.0074,0.0035,0.009,0.3239,0.0001
Rubik's_Cube,0.004,0.0005,0.0073,0.2846,0.0
Rudyard_Kipling,0.0111,0.0049,0.0098,0.3513,0.0007
Rugby_World_Cup,0.0047,0.0027,0.0115,0.374,0.0003
Rugby_football,0.002,0.0042,0.013,0.389,0.0001
Rule_of_St_Benedict,0.002,0.0007,0.0074,0.2664,0.0
Rupee,0.0032,0.0005,0.0075,0.2911,0.0001
Russia,0.0259,0.1193,0.0957,0.5078,0.0107
Russian_Revolution_of_1917,0.0044,0.0109,0.0173,0.3835,0.0005
Russian_constitutional_crisis_of_1993,0.0025,0.0005,0.0081,0.3368,0.0
Russian_language,0.016,0.0294,0.0298,0.4292,0.0015
Ruthenium,0.0062,0.003,0.0087,0.3106,0.0
Rutherford_B._Hayes,0.0035,0.0017,0.0079,0.299,0.0
Rutherfordium,0.0047,0.0017,0.0079,0.2706,0.0
Rwanda,0.0306,0.0153,0.0205,0.3828,0.0007
Rwandan_Genocide,0.0116,0.0032,0.0094,0.3391,0.0002
São_Paulo,0.0195,0.0059,0.0114,0.3584,0.0003
São_Tomé,0.0017,0.0005,0.008,0.3331,0.0
São_Tomé_and_Príncipe,0.0052,0.0094,0.0185,0.397,0.0001
Søren_Kierkegaard,0.0077,0.0022,0.0091,0.3479,0.0002
SR-71_Blackbird,0.0049,0.0007,0.0073,0.2753,0.0
Safflower,0.0032,0.0005,0.0074,0.2878,0.0
Saffron,0.0158,0.004,0.0085,0.2926,0.0003
Sahara,0.0116,0.0089,0.0131,0.353,0.0006
Saint-Pierre_and_Miquelon,0.004,0.0044,0.0142,0.3938,0.0
Saint_Helena,0.0059,0.0081,0.0162,0.3888,0.0001
Saint_Joan_(play),0.0012,0.0002,0.0072,0.2306,0.0
Saint_Kitts_and_Nevis,0.003,0.0052,0.0145,0.3982,0.0002
Saint_Lawrence_Seaway,0.002,0.002,0.0083,0.325,0.0
Saint_Lucia,0.0052,0.0091,0.0182,0.4041,0.0002
Saint_Petersburg,0.0215,0.017,0.017,0.3812,0.0015
Saint_Vincent_and_the_Grenadines,0.0042,0.0064,0.0151,0.3995,0.0002
Sakurajima,0.0017,0.0005,0.0074,0.305,0.0
Saladin,0.0044,0.0042,0.0101,0.344,0.0
Salford,0.0027,0.0012,0.0076,0.2906,0.0
Salsa_music,0.0064,0.0025,0.0089,0.3304,0.0001
Salt,0.0072,0.0183,0.0157,0.367,0.0007
"Salt_Lake_City,_Utah",0.0111,0.0037,0.0089,0.3302,0.0002
Saltasaurus,0.0044,0.0002,0.0072,0.2652,0.0
Salvador_Dalí,0.0069,0.002,0.0085,0.3295,0.0001
Samarium,0.0047,0.0022,0.0081,0.268,0.0
Samoa,0.0062,0.0059,0.0122,0.3585,0.0001
Samuel_Beckett,0.0077,0.0035,0.0092,0.3352,0.0001
Samuel_Taylor_Coleridge,0.0054,0.0049,0.0108,0.3663,0.0005
San_Diegan,0.003,0.0007,0.0074,0.2782,0.0
San_Diego_Electric_Railway,0.002,0.0005,0.0072,0.2176,0.0
San_Diego_and_Arizona_Railway,0.002,0.0005,0.0072,0.2176,0.0
"San_Francisco,_California",0.0064,0.0089,0.0151,0.3997,0.0006
"San_Jose,_California",0.0136,0.0037,0.009,0.3352,0.0006
San_Marino,0.0249,0.0074,0.0184,0.3929,0.0003
Sand,0.004,0.0086,0.012,0.362,0.0004
Sand_art_and_play,0.004,0.0007,0.0074,0.2844,0.0
Sandringham_House,0.0012,0.0015,0.0079,0.2945,0.0
Sandy_Koufax,0.0037,0.0002,0.0072,0.2236,0.0003
Sanskrit,0.0079,0.0235,0.0202,0.3881,0.0007
Sanssouci,0.0059,0.0005,0.0073,0.2539,0.0
Santa_Claus,0.0111,0.0017,0.0079,0.3148,0.0001
"Santiago,_Chile",0.004,0.0042,0.0104,0.3548,0.0001
Santorini,0.0074,0.0017,0.0084,0.3334,0.0001
Sarajevo,0.0116,0.0052,0.0123,0.3713,0.0002
Sardar_Vallabhbhai_Patel,0.0059,0.0007,0.0074,0.2721,0.0003
Sassanid_Empire,0.0109,0.0032,0.0099,0.3445,0.0001
Saturn,0.0094,0.0057,0.0097,0.3309,0.0002
Saturn_V,0.0072,0.002,0.0079,0.3016,0.0001
Saudi_Arabia,0.0395,0.0259,0.0317,0.4183,0.0023
Saurischia,0.0037,0.0064,0.0095,0.2965,0.0001
Sauropodomorpha,0.0059,0.0025,0.0079,0.267,0.0
Sauroposeidon,0.0064,0.0007,0.0074,0.2652,0.0
Saxophone,0.0042,0.004,0.0093,0.337,0.0002
Scandium,0.0096,0.0017,0.008,0.2829,0.0
Scattered_disc,0.0012,0.001,0.0076,0.2799,0.0
Scelidosaurus,0.0032,0.0002,0.0072,0.2143,0.0
Scent_of_a_Woman,0.0007,0.0002,0.0072,0.2539,0.0
Scheme_programming_language,0.0002,0.0007,0.0073,0.2531,0.0
Schizophrenia,0.0096,0.0049,0.0094,0.3388,0.0004
Schrödinger_equation,0.0022,0.0035,0.0088,0.3159,0.0001
Science,0.0099,0.0321,0.0266,0.4248,0.0026
Scientific_classification,0.0062,0.1037,0.0437,0.388,0.0036
Scooby-Doo,0.003,0.0007,0.0074,0.2733,0.0001
Scotland,0.0277,0.076,0.0512,0.4676,0.0091
Scotland_in_the_High_Middle_Ages,0.0128,0.0012,0.0082,0.3331,0.0004
Scots_language,0.0079,0.0059,0.0137,0.3901,0.0009
Scottish_Episcopal_Church,0.003,0.0027,0.0089,0.3282,0.0
Scottish_Gaelic_language,0.0052,0.0054,0.0117,0.3702,0.0001
Scottish_Highlands,0.0044,0.0047,0.0109,0.3655,0.0002
Scottish_mythology,0.0017,0.0007,0.0074,0.2801,0.0
Scouting,0.0133,0.0035,0.0083,0.3011,0.0002
Scramble_for_Africa,0.0331,0.0047,0.0119,0.3701,0.0006
Screw,0.0047,0.0012,0.0078,0.3179,0.0002
Scrooge_McDuck,0.0057,0.001,0.0074,0.2637,0.0001
Sculpture,0.0072,0.0114,0.0136,0.3687,0.0007
Scurvy,0.0049,0.004,0.0099,0.3636,0.0004
Sea,0.0059,0.0089,0.0138,0.3775,0.0004
Sea_level_rise,0.0059,0.003,0.0084,0.3129,0.0001
Sea_of_Galilee,0.0059,0.0022,0.0087,0.3409,0.0001
Seaborgium,0.0035,0.0015,0.0078,0.2726,0.0
Sean_Connery,0.0054,0.0022,0.008,0.3073,0.0001
Season,0.0074,0.0064,0.0117,0.3771,0.0006
"Seattle,_Washington",0.0133,0.0086,0.0126,0.3829,0.0008
Seawater,0.0062,0.0037,0.0091,0.3381,0.0002
Second_Boer_War,0.0069,0.0074,0.0123,0.3687,0.0006
Second_Congo_War,0.0131,0.0027,0.01,0.3493,0.0001
Second_Crusade,0.0064,0.0022,0.0083,0.3166,0.0001
Seed,0.0072,0.0163,0.0137,0.3442,0.0008
Seinfeld,0.0015,0.0025,0.0083,0.3219,0.0
Selena,0.0025,0.0002,0.0072,0.1921,0.0
Selenium,0.0077,0.0054,0.0101,0.3456,0.0002
Semiconductor,0.0044,0.0094,0.0126,0.3624,0.0003
Semiconductor_device,0.0052,0.001,0.0076,0.3055,0.0
Senate_of_Canada,0.0032,0.0005,0.0075,0.2973,0.0
Senegal,0.0057,0.019,0.0266,0.4185,0.0001
Senufo_languages,0.001,0.0025,0.0094,0.3239,0.0
Seoul,0.0148,0.0072,0.0128,0.3767,0.0002
Separation_of_powers_under_the_United_States_Constitution,0.0062,0.0002,0.0072,0.2721,0.0
"September_11,_2001_attacks",0.0119,0.0163,0.0183,0.3999,0.0012
Sequence_alignment,0.0027,0.001,0.0076,0.2993,0.0003
Sequoia,0.0049,0.0012,0.0098,0.3786,0.0002
Serbia,0.0319,0.0202,0.0287,0.4177,0.0008
Serbia_and_Montenegro,0.0027,0.0015,0.0081,0.305,0.0
Serenity_(film),0.0062,0.001,0.0074,0.2552,0.0003
Sermon_on_the_Mount,0.0027,0.0017,0.0085,0.3353,0.0001
Sesame,0.004,0.004,0.0087,0.3074,0.0001
Sesame_Street,0.0069,0.0007,0.0073,0.2489,0.0
Set,0.001,0.003,0.0085,0.3169,0.0001
Severn_crossing,0.001,0.0002,0.0072,0.2605,0.0
Seychelles,0.0074,0.0126,0.0192,0.373,0.0002
Sgt._Pepper's_Lonely_Hearts_Club_Band,0.0059,0.002,0.0079,0.2841,0.0
Shackleton_(crater),0.003,0.0002,0.0073,0.2966,0.0
Shaka,0.0007,0.0005,0.0077,0.3233,0.0
Shanghai,0.0198,0.0119,0.015,0.3781,0.0006
Shark,0.0091,0.0086,0.0103,0.3271,0.0025
Sheffield,0.0096,0.0047,0.0102,0.3547,0.0002
Sheikh_Mujibur_Rahman,0.0049,0.0005,0.0074,0.2939,0.0
Shelduck,0.0022,0.0005,0.0073,0.2427,0.0
Shenzhou_6,0.0084,0.0007,0.0079,0.3274,0.0005
Shenzhou_spacecraft,0.0015,0.0002,0.0072,0.2467,0.0
Shetland,0.0054,0.0035,0.0094,0.3366,0.0003
Shielded_metal_arc_welding,0.0049,0.0007,0.0073,0.2504,0.0
Shining_Path,0.0042,0.0015,0.0084,0.3328,0.0
Shinto,0.0054,0.0037,0.0107,0.3683,0.0002
Ship,0.0044,0.0081,0.0129,0.3762,0.0003
Shoe_polish,0.0059,0.0002,0.0072,0.2813,0.0
Short-beaked_Echidna,0.003,0.0002,0.0072,0.1837,0.0
Shoshone_National_Forest,0.0101,0.0002,0.0072,0.2368,0.0
Shrine_of_Remembrance,0.0054,0.0002,0.0072,0.2662,0.0
Shroud_of_Turin,0.0059,0.0007,0.0079,0.3169,0.0001
Sichuan_Pepper,0.0035,0.0027,0.008,0.2642,0.0
Sickle-cell_disease,0.0037,0.001,0.0074,0.2577,0.0
Siege,0.0141,0.0074,0.0108,0.3409,0.0004
Siege_of_Antioch,0.004,0.0002,0.0072,0.2805,0.0
Sierra_Leone,0.0096,0.0151,0.0232,0.4187,0.0006
Sigmund_Freud,0.0094,0.0074,0.0115,0.3588,0.0006
Sikhism,0.0062,0.0069,0.0196,0.4321,0.0003
Sikkim,0.0128,0.004,0.0108,0.3568,0.0015
Silent_film,0.0022,0.002,0.0079,0.3015,0.0003
Silicon,0.0106,0.0143,0.0147,0.3585,0.0006
Silurian,0.0042,0.0042,0.0093,0.3329,0.0001
Silver,0.0136,0.0247,0.0207,0.3936,0.0024
Simón_Bolívar,0.0057,0.003,0.0097,0.3389,0.0
SimCity,0.0086,0.0005,0.0073,0.2618,0.0
Sinclair_Research_Ltd,0.0044,0.001,0.0074,0.2656,0.0
Singapore,0.0153,0.0264,0.0303,0.4383,0.0011
Sirius,0.0047,0.0017,0.0078,0.2691,0.0
Sistine_Chapel_ceiling,0.0049,0.0002,0.0072,0.2602,0.0
Sitting_Bull,0.002,0.0007,0.0077,0.3218,0.0001
Skåneland,0.0015,0.0005,0.0077,0.3219,0.0
Ska,0.0057,0.003,0.0084,0.3156,0.0004
Skiing,0.0057,0.0054,0.0118,0.3679,0.0002
Skylark,0.0042,0.0005,0.0073,0.2493,0.0
Slavery,0.0252,0.0274,0.0243,0.407,0.0025
Slavic_mythology,0.0022,0.0007,0.0074,0.2672,0.0
Sleep,0.0027,0.0022,0.0081,0.3146,0.0001
Slovakia,0.0084,0.0198,0.0295,0.4276,0.0003
Slovenia,0.0343,0.018,0.0279,0.4138,0.0026
Smallpox,0.0114,0.0079,0.0128,0.3748,0.0012
Smog,0.0054,0.004,0.009,0.3355,0.0001
Snow,0.0062,0.0136,0.0158,0.3951,0.0008
Snow_Goose,0.0032,0.0007,0.0073,0.2779,0.0
Snowball_Earth,0.0057,0.002,0.0083,0.3331,0.0
Snowdonia,0.0012,0.0007,0.0078,0.3186,0.0
Snowdonia_National_Park,0.0012,0.0005,0.0072,0.2544,0.0
Snowy_Owl,0.0044,0.0005,0.0074,0.2759,0.0001
Social_anxiety,0.0015,0.0005,0.0073,0.2632,0.0
Social_capital,0.0022,0.001,0.0075,0.2725,0.0
Social_contract_(Malaysia),0.002,0.0005,0.0072,0.2387,0.0
Socialism,0.0101,0.023,0.0258,0.4185,0.0008
Society,0.0049,0.0133,0.0158,0.38,0.0003
Society_of_Merchant_Venturers,0.004,0.0005,0.0073,0.2545,0.0
Sociocultural_evolution,0.0163,0.0002,0.0072,0.2672,0.0
Sociology,0.0081,0.0111,0.0136,0.3677,0.0005
Socrates,0.0042,0.0049,0.0102,0.3493,0.0001
Soddo_language,0.001,0.0002,0.0074,0.2903,0.0
Sodium,0.0094,0.0156,0.0147,0.3556,0.0006
Sodium_hydroxide,0.0069,0.0052,0.0094,0.3187,0.0002
Sodium_sulfate,0.0037,0.0005,0.0073,0.2527,0.0
Soil,0.0094,0.0165,0.016,0.3803,0.0015
Soil_moisture,0.002,0.0002,0.0072,0.2425,0.0
Soil_pH,0.0054,0.0002,0.0072,0.1889,0.0
Soil_profile,0.0002,0.0002,0.0072,0.2755,0.0
Soil_salination,0.0012,0.0015,0.0081,0.3278,0.0
Soil_science,0.0035,0.0012,0.0077,0.3017,0.0
Soil_structure,0.0002,0.0005,0.0074,0.2833,0.0
Soils_retrogression_and_degradation,0.0027,0.001,0.008,0.3298,0.0001
Solar_System,0.0143,0.0237,0.0186,0.3771,0.003
Solar_eclipse,0.0054,0.0057,0.0102,0.3485,0.0003
Solomon_Islands,0.0069,0.0074,0.015,0.3876,0.0002
Somalia,0.0338,0.0195,0.0248,0.4029,0.001
Song_Thrush,0.0022,0.0005,0.0072,0.2164,0.0
Sonic_the_Hedgehog_(character),0.0062,0.0005,0.0073,0.2691,0.0001
Sony,0.0052,0.0044,0.0097,0.3509,0.0002
Sorghum,0.0077,0.0042,0.0108,0.3566,0.0002
Sorrel,0.0099,0.0027,0.008,0.2653,0.0
Soukous,0.0054,0.0002,0.0079,0.3297,0.0
Sound,0.0012,0.0079,0.0112,0.358,0.0001
Soup,0.0141,0.0044,0.0088,0.3188,0.0004
South_Africa,0.0249,0.0716,0.0525,0.4674,0.0075
South_America,0.0244,0.056,0.0431,0.4571,0.0064
South_China_Sea,0.0054,0.004,0.0108,0.3485,0.0
South_Georgia_and_the_South_Sandwich_Islands,0.0052,0.0027,0.0106,0.3632,0.0001
South_Korea,0.0096,0.0301,0.0342,0.4436,0.0006
South_Ossetia,0.0042,0.002,0.0086,0.3268,0.0
Southampton,0.0121,0.0049,0.0098,0.3427,0.0003
Southern_Africa,0.0141,0.0084,0.0143,0.3835,0.0007
Southern_Ocean,0.0035,0.0057,0.0115,0.3667,0.0001
Southern_United_States,0.0183,0.0069,0.0129,0.3855,0.001
Soviet_Union,0.016,0.076,0.0647,0.476,0.0039
Soybean,0.0119,0.0035,0.0096,0.3484,0.0005
Space_Invaders,0.0022,0.0007,0.0073,0.2426,0.0
Space_Race,0.0106,0.0025,0.0082,0.3161,0.0002
Space_Shuttle_Challenger,0.0012,0.0017,0.0077,0.288,0.0
Space_Shuttle_Challenger_disaster,0.003,0.003,0.0082,0.2946,0.0001
Space_Shuttle_Columbia,0.0057,0.0027,0.0102,0.3782,0.0013
Space_Shuttle_Columbia_disaster,0.0042,0.002,0.0079,0.3083,0.0002
Space_Shuttle_Endeavour,0.004,0.0015,0.0077,0.2951,0.0
Space_Shuttle_program,0.004,0.0017,0.0078,0.2939,0.0
Space_exploration,0.0084,0.003,0.0094,0.3549,0.0007
Space_station,0.0025,0.0025,0.0081,0.3109,0.0001
Space_suit,0.0025,0.0002,0.0072,0.2467,0.0
Spacecraft_propulsion,0.002,0.0005,0.0073,0.2799,0.0
Spain,0.022,0.1232,0.0995,0.5067,0.007
Spanish_Armada,0.0059,0.0059,0.011,0.3538,0.0001
Spanish_Inquisition,0.0086,0.0047,0.012,0.3688,0.0003
Spanish_conquest_of_the_Inca_Empire,0.0049,0.0007,0.0078,0.3208,0.0
Spanish_language,0.0195,0.0454,0.0469,0.4714,0.0025
Sparrow,0.004,0.001,0.0074,0.2337,0.0001
Sparrowhawk,0.0027,0.0005,0.0073,0.2679,0.0
Speaker_of_the_British_House_of_Commons,0.0037,0.0025,0.0084,0.3017,0.0
Speaker_of_the_United_States_House_of_Representatives,0.0027,0.0027,0.0083,0.301,0.0
Special_relativity,0.0035,0.0077,0.0109,0.3415,0.0001
Speech_synthesis,0.003,0.0007,0.0074,0.288,0.0
Speed_of_light,0.0106,0.0089,0.0118,0.3493,0.0011
Sperm_Whale,0.0057,0.0007,0.0074,0.2684,0.0
Sphere,0.0025,0.0077,0.0105,0.3403,0.0002
Spherical_aberration,0.0007,0.001,0.0075,0.263,0.0
Spider,0.0064,0.0042,0.0094,0.3425,0.0006
Spinosaurus,0.0052,0.0012,0.0076,0.2669,0.0
Split_infinitive,0.0027,0.0002,0.0079,0.3413,0.0
Sport,0.0037,0.0151,0.0198,0.422,0.0003
Spring_(season),0.0042,0.0099,0.0117,0.3538,0.0006
Spring_Heeled_Jack,0.0047,0.0002,0.0072,0.231,0.0
Sputnik_1,0.0044,0.0027,0.0094,0.3464,0.0007
Sputnik_2,0.002,0.0017,0.0077,0.2726,0.0
Sputnik_program,0.0032,0.0005,0.0073,0.2573,0.0
Spyware,0.0044,0.0015,0.0076,0.2615,0.0001
Squash_(sport),0.0022,0.0022,0.0083,0.3213,0.0003
Sri_Lanka,0.0148,0.0262,0.0264,0.407,0.002
Sri_Lankan_Civil_War,0.0042,0.0007,0.0076,0.3007,0.0
St_Paul's_Cathedral,0.0069,0.0047,0.0099,0.3415,0.0003
Stag_beetle,0.0035,0.0002,0.0072,0.2442,0.0
Stage_(theatre),0.0027,0.0007,0.0074,0.2725,0.0003
Stained_glass,0.0035,0.003,0.0083,0.3131,0.0001
Stanisław_Koniecpolski,0.0037,0.0005,0.0073,0.2644,0.0
"Stanley,_Falkland_Islands",0.0027,0.0007,0.0077,0.3214,0.0
Stanley_Baldwin,0.0035,0.0022,0.0082,0.3068,0.0
Star,0.0168,0.023,0.017,0.3556,0.0032
Star_Trek,0.004,0.0057,0.0094,0.3339,0.0007
Star_Trek__Deep_Space_Nine,0.0035,0.0017,0.0077,0.2837,0.0003
Star_Trek__The_Original_Series,0.0017,0.0007,0.0073,0.2575,0.0
Star_Wars,0.0081,0.0067,0.0095,0.325,0.0019
Star_Wars_Episode_IV__A_New_Hope,0.0057,0.0027,0.008,0.2851,0.0008
Star_anise,0.0022,0.0032,0.0081,0.2632,0.0
Stargate_SG-1,0.0123,0.0027,0.0081,0.3106,0.0002
Starling,0.0035,0.0002,0.0072,0.1937,0.0
Starship_Troopers,0.0064,0.0002,0.0072,0.2034,0.0
Statistics,0.0054,0.0109,0.0135,0.3732,0.0004
Statue_of_Zeus_at_Olympia,0.002,0.0005,0.0075,0.311,0.0
Steam_engine,0.0052,0.0062,0.011,0.3597,0.0002
Steel,0.0126,0.0274,0.0289,0.4409,0.0027
Stefan_Edberg,0.0069,0.0022,0.0085,0.332,0.0002
Stegosaurus,0.0074,0.0022,0.0079,0.2727,0.0004
Stem_cell,0.0017,0.0012,0.0077,0.31,0.0
Stephen_Harper,0.004,0.0022,0.0089,0.3439,0.0
Stephen_Hawking,0.0086,0.0032,0.0093,0.3504,0.0005
Stephen_Jay_Gould,0.0064,0.0037,0.0088,0.325,0.0003
Stephen_of_England,0.0032,0.0017,0.0078,0.2836,0.0002
Still_Game,0.0037,0.0002,0.0073,0.2843,0.0
Stingray,0.0044,0.0012,0.0075,0.2885,0.0003
Stock,0.0032,0.0027,0.0092,0.3365,0.0001
Stock_car_(rail),0.0064,0.0005,0.0072,0.2061,0.0005
Stockholm,0.0049,0.0096,0.0147,0.3858,0.0003
Stoicism,0.004,0.0027,0.0085,0.3254,0.0001
Stone_Age,0.0099,0.0054,0.0121,0.3692,0.0007
Stonehenge,0.0067,0.003,0.0097,0.3606,0.0001
Stornoway,0.003,0.0002,0.0072,0.229,0.0
Strait_of_Malacca,0.0049,0.001,0.0083,0.3288,0.0
Stratford-upon-Avon,0.0012,0.0017,0.008,0.3069,0.0
String_theory,0.0062,0.003,0.009,0.3385,0.0001
Stroke,0.0027,0.0116,0.0119,0.3532,0.0004
Strontium,0.0096,0.0042,0.009,0.2988,0.0002
Stuttering,0.0072,0.001,0.0074,0.2575,0.0001
Stuttgart,0.0057,0.0052,0.0109,0.3603,0.0001
Styracosaurus,0.0027,0.0007,0.0073,0.2142,0.0
Sub-Saharan_Africa,0.0183,0.0116,0.0169,0.3944,0.0006
Sucre,0.002,0.0007,0.0078,0.3189,0.0
Sudan,0.0326,0.0281,0.0318,0.4288,0.0018
Sudoku,0.0022,0.0005,0.0073,0.2792,0.0
Suez_Canal,0.0062,0.0099,0.0205,0.4121,0.0004
Suffrage,0.0042,0.0072,0.0118,0.3601,0.0001
Sugar,0.0131,0.0193,0.0197,0.3934,0.0012
Sugar_beet,0.0072,0.002,0.0084,0.3317,0.0001
Sugarcane,0.0089,0.0059,0.0107,0.3513,0.0002
Suleiman_the_Magnificent,0.0101,0.0015,0.0083,0.3228,0.0
Sulfur,0.0205,0.0165,0.0171,0.3761,0.0019
Sulfuric_acid,0.0109,0.0109,0.0126,0.3549,0.0006
Sultan,0.0069,0.0064,0.0121,0.3547,0.0005
Sumac,0.0025,0.0035,0.0084,0.3062,0.0001
Sumatra,0.0044,0.0084,0.0122,0.3565,0.0002
Sumer,0.0131,0.0089,0.0133,0.3737,0.0008
Summer,0.004,0.0114,0.0133,0.3659,0.0002
Sumo,0.0032,0.0007,0.0082,0.3413,0.0
Sun,0.0183,0.0427,0.0274,0.4115,0.0057
Sun_Tzu,0.0017,0.001,0.0079,0.3188,0.0
Sun_Yat-sen,0.0094,0.002,0.0088,0.3405,0.0001
Sundew,0.0104,0.001,0.0076,0.3036,0.0008
Sunflower,0.0079,0.0035,0.0086,0.3222,0.0002
Sunlight,0.0047,0.0062,0.0113,0.3719,0.0003
Sunset_Boulevard_(1950_film),0.004,0.0002,0.0072,0.2317,0.0
Super_14,0.0027,0.0022,0.0081,0.3049,0.0
Super_Bowl_XL,0.0086,0.001,0.0075,0.2934,0.0004
Super_Chief,0.0042,0.0005,0.0073,0.2844,0.0
Super_Mario_64,0.002,0.0007,0.0073,0.2584,0.0
Super_Mario_Bros.,0.0027,0.0015,0.0076,0.2599,0.0
Superconductivity,0.0072,0.0037,0.0089,0.3151,0.0002
Superman,0.0081,0.0044,0.0087,0.3082,0.0006
Supermarine_Spitfire,0.0094,0.0027,0.0092,0.3476,0.0001
Supply_and_demand,0.003,0.0049,0.0097,0.3443,0.0003
Supply_chain_management,0.0005,0.0007,0.0073,0.2473,0.0
Supreme_Court_of_the_United_States,0.0064,0.0153,0.0157,0.3856,0.0005
Suriname,0.0099,0.0074,0.0171,0.4081,0.0002
Surtsey,0.0052,0.0005,0.0075,0.3097,0.0004
Sutton_Hoo,0.0035,0.001,0.0084,0.3453,0.0002
Svalbard,0.0062,0.003,0.0103,0.3633,0.0007
Svartálfar,0.0007,0.0002,0.0072,0.2545,0.0
